,pagerank
WAS,0.00038582094178855783
CACNA1D,0.0003855242299554885
MCM7,0.0003849523722909006
FAU,0.0003848757376049698
CYP2A6,0.0003839514565819884
DTL,0.00038388411459377997
PRKCZ,0.00038351539705908593
C3,0.0003832425311886276
RUVBL1,0.00038183974865292126
ACTN2,0.0003813003731294647
B2M,0.00038086773949102474
TMEM30B,0.00038083513431120435
ITGAX,0.0003806045556173592
STXBP1,0.00037914243142023895
NGFR,0.0003781382115009114
CDC25C,0.0003775332671849548
TLR2,0.0003767702016207291
NCAM1,0.0003763578873895279
NRXN1,0.00037601336720382086
MED1,0.00037426081168648626
CYP2E1,0.00037414810526930026
EGR1,0.00037397912252807274
HJURP,0.00037381426961160435
AXIN1,0.00037251386330809167
CTTN,0.0003723961130887508
ITGA5,0.00036999124123151595
WNT1,0.0003696917168511038
JUP,0.00036835114634389945
GJA1,0.00036730507418872337
DLG3,0.00036671896918102025
ACTA1,0.00036552894362600497
JAK3,0.00036537093332246874
CD34,0.00036418227493200615
NEK2,0.0003638671382967977
MAPT,0.0003630709827132645
KIF15,0.00036264588024192447
SCN5A,0.00036244435392792794
HCK,0.00036168005553512735
CSF2,0.000361660368454646
PRKCD,0.0003602561332058795
E2F1,0.00036011136858223633
ZWINT,0.0003588708827356703
AOX1,0.00035830502628420984
CYCS,0.00035745443724930756
EHHADH,0.00035697608252820845
SPI1,0.0003567876482627265
HMMR,0.00035654270103166105
KIF4A,0.0003564599848103481
ITGA3,0.0003559894152944433
SYT1,0.00035573249634240423
RUNX1,0.00035565757481760053
LEF1,0.00035486615011224784
HIST1H2BJ,0.00035468875181175996
IGF2,0.00035431735834802843
FANCI,0.0003535253149218028
NOS3,0.00035345663034482927
SHH,0.00035299890634205765
CXCL10,0.00035290451313397327
GABBR2,0.0003527400860632279
CCR5,0.000352364709917916
ITGA2,0.0003521021785335384
CDKN2A,0.00035059489915159056
SNCA,0.0003504532280110679
GATA4,0.0003502337574485173
PIK3R3,0.00035019756801651263
FGFR2,0.0003501962831054196
NUF2,0.00034989233192651777
CDH2,0.00034985854702839457
SUOX,0.000349039257808861
CHEK2,0.000348641753356016
BTRC,0.00034846559384650274
BLM,0.0003476335333804741
PARP1,0.0003474686087396882
SOX10,0.0003469713698075667
TEK,0.00034680090115924713
CAMK2D,0.0003465621648628928
GLI3,0.00034649118733850244
ICAM1,0.000346370545719504
PBX1,0.0003460560849972498
NCAPH,0.0003459469725885135
AGRN,0.00034580549121742153
FOXM1,0.00034507607650185513
HLA-A,0.0003432232175753558
RACGAP1,0.00034287510835645524
KITLG,0.0003423968555907896
MEIS1,0.00034239357451477253
FLT4,0.0003418234780687657
RFC3,0.0003417453068691211
WNT3A,0.00034161290816688906
AGT,0.00034010912615994
HIST1H2BK,0.00033981563303058974
BRCA2,0.00033815042467698407
MKI67,0.0003374398218708763
CCL4,0.00033714995344638946
PTK2B,0.0003371300056847878
XBP1,0.00033698317476212633
ESPL1,0.00033672633827758143
DLG2,0.0003365538831956259
YAP1,0.00033643700714494856
HIST1H2AC,0.00033579808054039385
ENPP1,0.0003354295409296414
DNM1,0.00033525565299210376
KCNQ2,0.0003348867347042472
HPGDS,0.0003347707355924931
LRP2,0.00033466282033724036
MCM6,0.00033451279440809673
HIST1H3J,0.0003343603019888602
MAPK12,0.0003341993082975197
PLK4,0.00033327733008836527
KIAA0101,0.0003332052759167878
FCER1G,0.0003323685712554612
NTRK2,0.0003319610534692853
POLE2,0.00033141442576394155
BCL6,0.0003311036088070587
SDC2,0.00033097124761404163
HIST1H2BO,0.0003306352341463865
CSF1R,0.00033060545359178434
RAD51AP1,0.00033050637888557347
OIP5,0.00033028506354941187
ALDH7A1,0.0003295806238720128
AKT3,0.0003294019018649367
PDGFB,0.0003293510386148045
ADCY5,0.0003292924709834756
TCF7L2,0.00032902118045794506
GFAP,0.00032786024080292623
POLD1,0.00032741735147746485
ITGB5,0.0003263544462198332
SLC1A7,0.0003256672575342715
ASF1B,0.0003253641433312737
PTTG1,0.00032501373905462834
IL13,0.00032384432630412375
GAD1,0.0003237674045842837
MUC4,0.00032375481643038574
NPY,0.0003231454761283773
PRKCG,0.00032304783813065356
RAB3A,0.00032259345308259237
CHML,0.00032238799345889137
ITGB4,0.0003222757336689151
GINS2,0.0003221761526279778
AGXT,0.00032145542687065927
CD86,0.00032102608353172285
GNB3,0.00032041500625859835
ANLN,0.00032002892967236874
SLC9A3R1,0.0003196441643279827
CDC25A,0.00031933111052619574
CENPN,0.000319244317539913
PAX6,0.0003189416810129006
LRP1,0.00031868275378305814
ADRB2,0.00031846983950267976
SUZ12,0.00031794951678078227
BTK,0.0003175768254209235
FCGR3A,0.0003175212979040905
CDT1,0.0003171728373806391
NOS1,0.0003167806899855405
PIK3CD,0.00031628037393801456
SMC2,0.00031589655824581397
PRKAR2B,0.000315352178214092
NTN1,0.0003147424264133123
LRRK2,0.0003144529129526551
TGFB3,0.000314368186506171
PTGS2,0.00031415733947249224
GHRL,0.0003140422674378531
CD40,0.00031396121764499916
CSK,0.0003138759123177189
MAP3K1,0.00031379860169806985
GOT2,0.0003135425806234041
ITGA8,0.0003133964925272102
PRKCE,0.0003133140996514642
SMC4,0.0003126271669923271
SPAG5,0.00031225621074393615
OCLN,0.0003120940609934633
NRXN3,0.0003119441543585583
CHRM1,0.0003110349679448956
PRKG1,0.0003103149649052522
LAMA3,0.0003101715847848182
HSD17B4,0.0003096728742802572
SRF,0.00030840806440957
CCL2,0.00030805824941885205
CCL11,0.0003079110418009943
MAPK13,0.00030631304032260263
GAB1,0.0003061328264402615
GNAL,0.00030585374230175427
CDCA5,0.0003057490886436941
SORT1,0.0003055959193503506
PLCB1,0.00030519324916142575
BGN,0.00030481012292806365
TRIP13,0.00030426807953697283
ADIPOQ,0.0003038151591110553
ITGA9,0.00030319705256027585
HIST1H2BL,0.00030305336646527155
GPC3,0.0003028548036218954
LRP6,0.00030256047848260543
TBL1X,0.00030245510491109904
CD247,0.00030219627150596356
IRF4,0.00030219181191252847
KPNA2,0.00030215788009458255
LIN7A,0.00030199238945009284
RRAS,0.0003018618402647311
PRKAR1A,0.00030153763872743503
ITGA2B,0.0003011907153550775
LAMA1,0.00030101094643213253
SQSTM1,0.0003006190147728115
CDKN1B,0.0003005572176952029
SFN,0.00030054888416618903
IDH1,0.00030013492753008336
PLAUR,0.0002999236572726379
ACVR2A,0.0002994938834624483
PDGFRA,0.0002991463301239157
BCL2,0.0002986950360974686
PRKAR2A,0.0002985718048234075
FASN,0.00029845221352648414
CDKN3,0.0002982120321071936
LRP5,0.00029806225524404674
VTN,0.00029775706772417507
SNRPG,0.0002974535065089309
FGR,0.00029728817187140214
CALR,0.000297073939656266
NRP1,0.0002965429488661425
ITGA6,0.0002965232733446012
GZMB,0.0002961912266674135
LCP2,0.0002958784323678599
ADCY1,0.00029582928319379546
BARD1,0.00029481732593823767
HIST1H4E,0.0002944791684714772
ALDH3A2,0.0002943542683364783
MUC16,0.0002937725789171756
IRAK1,0.00029351950544027417
CYP7A1,0.00029303024448814143
FURIN,0.0002923504649765154
HIST1H3B,0.00029222521504507725
TCF3,0.00029216644763439023
GNAZ,0.0002920946092689942
ADCY8,0.00029172148967804084
IL2RG,0.0002912332911582175
ACTN1,0.00029112023484837693
SNRPN,0.00029071422702983115
GRM1,0.00028991576390173735
HIST1H3A,0.0002898008826519966
ADCY4,0.0002897145363586917
B4GALT2,0.0002896291055322764
TGFBR1,0.00028962556563894156
HOXA5,0.0002896188110370792
HIST1H2BD,0.00028917118381654127
CKS1B,0.0002889891969851185
CYP3A5,0.00028859639387327754
GATA3,0.0002883845933774851
ANK2,0.0002878918642745506
GLI1,0.0002878852265534221
ITGA4,0.0002878836473724422
HIST1H2AJ,0.0002877457289344197
CCR7,0.0002871867241421362
ERBB3,0.00028629146172325136
GABRG2,0.00028547919457822825
GNA13,0.00028482858628469944
B4GALT1,0.00028439686293894265
TIMELESS,0.0002842156260609069
UTRN,0.00028405468804605633
NOS2,0.00028390174797721416
HIST1H2AD,0.0002835514555686566
GLI2,0.0002833104228115008
ADCY3,0.00028320481964768805
NCOA3,0.0002831139456546399
EPRS,0.0002827331728494962
MLLT4,0.00028250994979867077
TPI1,0.0002825020970212213
CCT5,0.00028171491308854755
SAG,0.00028125210667578573
COL2A1,0.0002808391142181488
HIST1H3D,0.00028023772581140487
NCK2,0.00028020807495208913
HAP1,0.0002797475315111784
ADCY9,0.0002794059899349207
ESR2,0.00027929660365702845
RHOC,0.00027928364184440343
CRP,0.000279049152419495
HIST2H3C,0.00027873086168642104
ANPEP,0.0002783520818141034
DNAH5,0.00027751046432371865
LIPE,0.0002774380709313682
CD79A,0.0002772731596451539
KCNH2,0.0002772506178689508
INCENP,0.0002771158511341814
CHM,0.000277045184143273
LAMC2,0.0002768300817371852
PSMB8,0.0002766335436502497
GPC1,0.00027645892935236935
NT5E,0.00027631827091195455
CLU,0.00027628184299379095
RET,0.0002761415577534554
LDHA,0.0002761161617516503
RFC2,0.0002756621210308645
FGG,0.00027533326498827265
CKS2,0.0002753325064405711
KCND2,0.00027516335778960657
FCGR1A,0.0002749159391024263
CCNE1,0.00027450527014364565
MUCL1,0.00027400502946804364
GNB4,0.00027368072056746436
HIST1H3H,0.0002736696148474528
RYR1,0.00027344663697304874
FLT1,0.0002733661932616264
HIST1H3G,0.00027332498514280807
NEDD4L,0.0002723883843274837
CDK6,0.000272314696585903
GATA1,0.0002719856414077068
PGR,0.0002719178711162155
FGFR3,0.0002718612216056934
PKLR,0.0002714938001042978
CYP26A1,0.0002714576150680056
NPFF,0.0002714316492735515
LAMB3,0.0002713433198367112
BPTF,0.00027107106000339153
AP2B1,0.0002710423109540696
IL2RA,0.00027096313695961475
ATF2,0.0002709526407727754
MUC6,0.0002707824374089242
MSH2,0.0002705178323083254
KIFC1,0.00027037185473823585
DNMT1,0.0002701248861609444
FLT3,0.00026995925620157656
MUC5B,0.00026968746531511506
TGFBR2,0.000269540060235856
EPHB2,0.0002693097432497495
APBA1,0.00026893727316615107
ZAP70,0.0002689185891921479
IRS2,0.0002688328796901886
HLA-DRA,0.00026849045669984024
HP,0.0002683732006646311
SERPINC1,0.00026821171496917254
KCNQ1,0.00026819984538775844
HIST1H4I,0.00026817196052761496
HIST1H4H,0.00026817196052761496
CD38,0.00026807543809346276
CCL5,0.00026802005815206487
WDHD1,0.0002678297154528195
LAMA5,0.00026762360900137736
RPSA,0.00026753845275792387
RAD54L,0.00026748635299395275
HIST1H2BH,0.00026735825601671844
ADAM10,0.000267237646653508
UNC13B,0.00026718436045095214
HIST1H4C,0.00026700181333813133
SCN2A,0.0002669881407656816
ADCY6,0.00026690409280501285
TCEB1,0.00026689005953039606
CFP,0.0002668025144584648
ROCK1,0.0002666875710975421
COL3A1,0.00026589773834136696
FLNC,0.00026564029019630073
SNRPE,0.0002655531485877988
DNMT3A,0.0002651256170884994
KIF14,0.00026489446589137106
SOD1,0.0002647857846072685
SYP,0.0002647854634881862
MEF2C,0.00026461574617789736
NOTCH4,0.0002646087998124213
PRKG2,0.0002645480484763357
ACOX3,0.0002645299247265634
ENPP3,0.0002644419486334365
SYN1,0.00026442307316587615
HIST2H3D,0.000264198191673134
LGALS3,0.0002639153179141781
RPL23A,0.00026378887970905445
CXCR2,0.00026346744312373695
ECT2,0.000263443819253797
MMP3,0.0002633413305943289
TFDP1,0.000263156017644255
GNG7,0.0002631464946800592
GNG12,0.0002623920505815253
GRIA4,0.0002621074186881448
B4GALT3,0.00026208409104101554
CDCA3,0.0002620127444704987
UBE2T,0.00026172911599684764
CYP4A11,0.0002615537280071413
SPP1,0.00026154127919952337
CSF3,0.00026102253745081966
P4HA1,0.00026091372725073065
RUVBL2,0.00026080351861269656
RRAS2,0.00026076815400139224
TAC1,0.00026026856476192724
PLCB2,0.0002600147875466828
P4HA2,0.0002600109275512925
EPOR,0.0002598741933229924
RPL5,0.0002597189064646372
GPHN,0.0002595833167481869
GRM5,0.0002595596927645691
MMP1,0.000259381369973003
CYP2C9,0.0002592972318258676
WRN,0.00025882990310893255
COL1A2,0.00025865220369869344
UHRF1,0.0002583221202975578
DPP4,0.00025752543696675584
GNG13,0.00025743451629979617
GRIP1,0.0002573992657805768
ANK3,0.0002573473607844253
NKX2-5,0.0002566236572718998
NOTCH3,0.00025658513206768614
NOTCH2,0.0002562284733719295
KAT2A,0.0002559203502735212
PARK2,0.0002558944065193677
TUBB2B,0.00025589002760012265
PSMC5,0.0002557201348558839
RHOB,0.00025562916706083603
PRNP,0.00025534723468728854
MUC7,0.00025532401041457136
MUC13,0.00025532401041457136
MUC15,0.00025532401041457136
ACADS,0.00025529077860838217
SYNJ1,0.0002544470573754875
RAD51C,0.00025429765493595725
SLC26A4,0.0002538512176656181
WNT5A,0.00025363633253113117
IL2RB,0.00025355359671536403
NLGN2,0.00025350551882402146
FGA,0.0002535030585470613
SOCS3,0.0002533330435826927
RPS6KB1,0.0002526468569083854
HSPD1,0.000252613660308695
GMNN,0.0002523873589957742
DNAI1,0.0002523608382553762
SDC3,0.0002522831341838878
PLEC,0.0002520528891259761
CCDC114,0.00025194866065189896
MAP2K2,0.00025188948632672844
VCAN,0.0002516183224218064
NUP153,0.00025149741958934536
NRIP1,0.0002514121588964695
CASC5,0.000251366703113681
GNA15,0.0002512160360972428
PPP2R1B,0.00025109687299170987
SELL,0.0002510888018625818
SERPINE1,0.000251060299306656
CDH5,0.0002501384836917196
ADCY2,0.00024996688805277255
ENTPD3,0.0002498097521175823
AFP,0.0002497530574971591
KCNAB1,0.00024959803941100784
BYSL,0.00024930439827149103
MAOA,0.00024925897182510415
CCT2,0.0002492376747430994
MAP2K6,0.0002491420875874861
CACNG4,0.0002491221813090588
GNA14,0.00024902744947673857
FANCD2,0.00024849985465171415
SOX9,0.0002482795333293227
ADCY7,0.0002476118156648489
LAMB1,0.0002473625273341107
P4HA3,0.0002469862335479912
HIST1H3C,0.00024695338540365236
SREBF1,0.00024689475775429003
RAB27A,0.00024680202835044
LUM,0.00024671240215721964
CEBPB,0.0002466357274905016
ADH1B,0.00024635744053086623
SLC17A7,0.00024630549571465465
CDH17,0.0002461316097696251
BIRC3,0.0002459536675429111
DICER1,0.0002459432027747791
RPS18,0.00024523913591544195
RPS6,0.00024463817405583527
MYL9,0.0002446075589375351
RPS2,0.0002444519691066786
HIST1H3F,0.0002442564411506241
RAD21,0.00024394132877162387
PDPK1,0.00024393991215038632
RHO,0.00024364290226896318
DDX58,0.00024363918639009292
P4HB,0.00024327944024603738
PAK3,0.000243116427502709
A2M,0.00024285757808590832
GSTP1,0.0002428295766352013
CYP2B6,0.00024262634218503938
NF1,0.0002425449829519435
GTPBP4,0.00024247327151437527
VIP,0.00024213414761523007
ITGB6,0.00024212559707563323
DGAT1,0.0002420614340014959
PPL,0.00024196727178595078
KCNA1,0.0002417827024871449
BMPR1A,0.0002417806536360126
SMARCD3,0.00024171332567348954
NLGN1,0.00024163332443192132
NBN,0.00024160308874364455
FANCM,0.00024134318157431102
ERCC4,0.00024116664676039233
HDAC4,0.00024110611922426926
FTCD,0.00024106854727507334
CENPM,0.000240960370506984
RPS3,0.0002407733691701623
AGXT2,0.0002406802631586308
BLK,0.00024042025391365866
GRIA3,0.00024014308980417604
DRD2,0.00024003317076131298
EGR2,0.00023997712712942103
HIST1H2BM,0.000239858238524186
PSMA7,0.0002396311926643893
RNF2,0.00023934318041421852
FADD,0.00023888698433868522
UGT2B15,0.00023866359854149042
PDZK1,0.00023789785465673394
ESCO2,0.0002376015689002542
MX1,0.0002373543232979953
TH,0.00023725886833241613
HSPA1A,0.00023682316669097186
TLE1,0.00023658261218373645
STUB1,0.00023628291995480375
H3F3A,0.00023616994305156278
CTSG,0.0002361329403091429
HIST1H4B,0.00023608347230003133
KCNAB2,0.0002360605594312618
AMPH,0.00023603540328819396
CYB5A,0.0002359303144731709
NEDD4,0.00023592535968455016
HLA-C,0.00023540532509109524
CD2,0.0002353679494660228
FAS,0.000235252603222598
DNA2,0.00023522362075119487
KCNQ3,0.00023516556553392466
PIK3CG,0.0002349555486768154
GJB2,0.00023492002263795727
KCNC1,0.00023491491298706612
TRPC1,0.00023489072781429578
FCGR3B,0.00023479738309161143
SGOL1,0.00023470384753447067
LAMA2,0.0002344526356562662
HBEGF,0.00023444043083604575
HLA-DRB1,0.00023394969670291065
CXCL9,0.00023373687782804708
MYO1C,0.00023366785431487775
BMPR2,0.0002335520602659905
HIST1H4D,0.00023348540458966761
HIST1H4J,0.00023348540458966761
TUBA4A,0.00023336408022012905
HIST4H4,0.00023330614732006066
LDB3,0.0002331468538058207
ITK,0.0002331079328652342
HIST1H3E,0.0002330755287874498
HIST3H2A,0.00023296593524299559
NHP2,0.00023291677614519085
TRPV1,0.00023290465935460328
KIF18A,0.00023287708696373698
HIST1H2AH,0.00023270029491605
TWIST1,0.00023267551705572214
HSD17B6,0.0002325179129389799
CCNE2,0.00023245678797685236
RGS7,0.0002323256622450577
COMT,0.00023228897917960178
GMPS,0.00023219039514151056
SCN1A,0.00023202883459863175
ELN,0.00023193465937903574
IRF3,0.00023175731570755932
CD79B,0.00023175133771306453
POR,0.00023121153223488655
MYH11,0.00023114212335329556
HDAC5,0.0002310793672541895
STK11,0.0002308949595384419
TCF7,0.00023080609689107127
TIAM1,0.00023066872855025098
ITPR3,0.00023048832415200715
HIST2H4A,0.0002304111473264347
AKR1C3,0.0002303287199307091
KIF22,0.00023031987446316316
S100B,0.00023029351113852567
ACOT2,0.00023007377687244286
WWTR1,0.00022994122613863462
NCAPD2,0.00022969243522093127
CACNA1B,0.00022952909043469605
DISC1,0.00022937442721739223
CCNA1,0.0002293425388319967
RAPGEF3,0.0002293388574891734
C4A,0.0002292945059014606
KCNA2,0.00022926191004869642
HLA-E,0.00022921740044543027
NCAN,0.00022915581360942493
SNRPD1,0.00022912516346978784
FCGR2B,0.00022891162388923546
KCNMA1,0.00022868332504894873
ITGAL,0.00022868120805643344
MUC20,0.00022861764238385604
CASP1,0.0002285652999165923
TIMP1,0.00022846482240741176
F2R,0.00022843915547135377
RPS4X,0.0002281391144728292
H2AFB1,0.00022791696666562717
LIF,0.00022786551862117083
RIMS1,0.00022783062205076072
CAPNS2,0.0002276510504808869
RAPGEF4,0.00022762289328373357
EFNA1,0.0002276189488209224
IL7R,0.000227450027917849
HIST1H2BN,0.0002272223596195733
TPM1,0.00022714103169999117
HLA-B,0.00022696936214692658
PRKDC,0.00022692761949079512
KCNB1,0.00022690808503587873
ADRBK1,0.0002269075486124402
ISG15,0.0002266085058722228
GRIN2D,0.00022644646295881532
LAMA4,0.00022628578818236633
RMI1,0.00022621825754423852
MAP2K4,0.00022618275394759962
PLIN1,0.00022616377312120332
TPM2,0.00022611402198031218
CD40LG,0.00022605003158056953
TALDO1,0.00022586341717714494
SMO,0.00022576361276418388
PRKCQ,0.0002256673989865761
GSTM1,0.0002252063510853704
HNF4A,0.00022514698157876783
COL4A1,0.00022484215901986065
RORA,0.00022469277467086117
LMNB1,0.0002246070299222823
PPP3CA,0.00022453234781385747
RPS14,0.00022451788837734554
H2AFJ,0.00022451083142816278
ALDH1A1,0.00022438520310897253
ACSL1,0.00022438170786256252
CACNA1H,0.00022432042722328216
RPL11,0.0002240405046591387
RPS11,0.00022402712784381883
STX4,0.0002238842707969515
RPS5,0.00022386707684444356
CCDC40,0.00022379294174669365
CACNB2,0.00022379235370752575
NFASC,0.00022353281299326952
ACTA2,0.00022352950022473488
CXCL11,0.00022351180422623842
CYP2C8,0.00022342557557989063
EVPL,0.00022322524312652522
MYL3,0.00022317752451095124
B3GNT4,0.00022310271336658757
SLC2A4,0.00022302736726378502
FMOD,0.00022300468830509647
PTPN1,0.00022295905392419324
IL18,0.0002229280172967399
MYL2,0.00022290640803876053
SLC1A2,0.00022285819798435318
SNRPF,0.00022265290760464912
ST3GAL4,0.00022230704213677376
MLLT3,0.0002221912510114369
GPI,0.00022203582253126146
SKP2,0.0002219421359851572
KNTC1,0.00022180664345246406
IFIH1,0.0002217201217306816
ETV6,0.00022163014219885063
SHMT2,0.00022140342826452937
PLA2G7,0.00022117999111275724
MRE11A,0.00022110570073552059
THBS2,0.00022103088386189284
DNAH1,0.00022096010493211017
CXCR5,0.00022093121676369413
TXN,0.00022085489798906596
CNTNAP2,0.00022080590543065176
CKAP5,0.00022057552616172712
IVL,0.00022051579603362103
PROC,0.0002203961652258479
TROAP,0.00022034363183452032
IL4I1,0.0002202186627671458
EFNB1,0.00022006019376536053
