protein1,protein2,neighborhood,fusion,cooccurence,coexpression,experimental,database,textmining,combined_score,gene1,gene2
9606.ENSP00000348429,9606.ENSP00000228027,0,0,0,63,0,0,904,906,ACSL5,DGAT2
9606.ENSP00000348429,9606.ENSP00000307697,51,0,0,202,213,900,565,969,ACSL5,ACOX2
9606.ENSP00000348429,9606.ENSP00000465589,0,0,183,49,0,600,182,711,ACSL5,ACSBG2
9606.ENSP00000348429,9606.ENSP00000278840,0,0,0,0,0,900,413,938,ACSL5,FADS2
9606.ENSP00000348429,9606.ENSP00000420914,0,0,0,653,0,0,499,818,ACSL5,HSD17B4
9606.ENSP00000348429,9606.ENSP00000252595,0,0,0,65,149,0,672,715,ACSL5,SLC27A1
9606.ENSP00000348429,9606.ENSP00000379011,0,0,0,0,0,650,363,767,ACSL5,CPT1B
9606.ENSP00000348429,9606.ENSP00000304592,0,0,0,64,0,900,507,949,ACSL5,FASN
9606.ENSP00000348429,9606.ENSP00000337701,0,0,0,96,0,600,338,739,ACSL5,PNPLA2
9606.ENSP00000348429,9606.ENSP00000244289,0,0,0,450,0,0,514,721,ACSL5,LIPE
9606.ENSP00000348429,9606.ENSP00000350012,0,0,124,64,117,600,206,728,ACSL5,ACSL3
9606.ENSP00000348429,9606.ENSP00000361151,0,0,0,64,0,600,358,738,ACSL5,CEL
9606.ENSP00000348429,9606.ENSP00000422607,0,0,55,89,402,600,70,773,ACSL5,ACSL1
9606.ENSP00000348429,9606.ENSP00000363683,0,0,0,0,0,0,722,722,ACSL5,MDS2
9606.ENSP00000348442,9606.ENSP00000261712,0,0,0,983,998,900,991,999,PSMD12,PSMD11
9606.ENSP00000348442,9606.ENSP00000345405,0,0,0,0,0,900,0,900,PSMD12,SPRED3
9606.ENSP00000348442,9606.ENSP00000209728,0,0,0,129,0,900,83,913,PSMD12,CDC6
9606.ENSP00000348442,9606.ENSP00000390436,0,0,0,0,0,900,0,900,PSMD12,GLI2
9606.ENSP00000348442,9606.ENSP00000220849,0,0,0,513,758,0,954,994,PSMD12,EIF3E
9606.ENSP00000348442,9606.ENSP00000367545,0,0,0,0,0,900,0,900,PSMD12,TP73
9606.ENSP00000348442,9606.ENSP00000308873,0,0,0,0,808,0,0,808,PSMD12,CCDC74B
9606.ENSP00000348442,9606.ENSP00000379258,0,0,0,0,0,900,0,900,PSMD12,GLI3
9606.ENSP00000348442,9606.ENSP00000471735,0,0,0,187,635,0,515,843,PSMD12,MPND
9606.ENSP00000348442,9606.ENSP00000297261,0,0,0,0,0,900,0,900,PSMD12,SHH
9606.ENSP00000348442,9606.ENSP00000364016,0,0,0,372,929,800,561,995,PSMD12,PSMB8
9606.ENSP00000348442,9606.ENSP00000382800,0,0,0,0,0,900,0,900,PSMD12,RUNX3
9606.ENSP00000348442,9606.ENSP00000364163,0,0,0,0,0,900,0,900,PSMD12,NOTCH4
9606.ENSP00000348442,9606.ENSP00000351015,0,0,0,66,0,900,0,902,PSMD12,NF1
9606.ENSP00000348442,9606.ENSP00000418734,0,0,0,187,635,0,370,796,PSMD12,MYSM1
9606.ENSP00000348442,9606.ENSP00000345064,0,0,0,49,0,900,0,900,PSMD12,PRICKLE1
9606.ENSP00000348442,9606.ENSP00000290541,0,0,0,412,996,900,724,999,PSMD12,PSMB4
9606.ENSP00000348442,9606.ENSP00000311121,0,0,0,356,788,800,501,984,PSMD12,PSMA8
9606.ENSP00000348442,9606.ENSP00000003084,0,0,0,62,64,900,0,904,PSMD12,CFTR
9606.ENSP00000348442,9606.ENSP00000356425,0,0,0,312,909,600,605,988,PSMD12,UCHL5
9606.ENSP00000348442,9606.ENSP00000311665,0,0,0,69,404,0,756,852,PSMD12,PAAF1
9606.ENSP00000348442,9606.ENSP00000481021,0,0,0,63,486,800,595,955,PSMD12,SHFM1
9606.ENSP00000348442,9606.ENSP00000313922,0,0,0,0,0,900,0,900,PSMD12,OAZ3
9606.ENSP00000348442,9606.ENSP00000483688,0,0,0,395,996,900,611,999,PSMD12,PSMB3
9606.ENSP00000348442,9606.ENSP00000234111,0,0,0,63,0,900,67,904,PSMD12,ODC1
9606.ENSP00000348442,9606.ENSP00000366249,0,0,0,62,291,600,212,762,PSMD12,UBD
9606.ENSP00000348442,9606.ENSP00000348753,0,0,0,0,0,900,0,900,PSMD12,SPRED2
9606.ENSP00000348442,9606.ENSP00000228682,0,0,0,0,0,900,0,900,PSMD12,GLI1
9606.ENSP00000348442,9606.ENSP00000261845,0,0,0,123,0,900,48,909,PSMD12,MAPK6
9606.ENSP00000348442,9606.ENSP00000310572,0,0,0,863,996,800,833,999,PSMD12,PSMC5
9606.ENSP00000348442,9606.ENSP00000216797,0,0,0,62,157,900,58,915,PSMD12,NFKBIA
9606.ENSP00000348442,9606.ENSP00000361021,0,0,0,64,0,900,0,902,PSMD12,PTEN
9606.ENSP00000348442,9606.ENSP00000230056,0,0,0,84,0,900,67,907,PSMD12,GMNN
9606.ENSP00000348442,9606.ENSP00000351314,0,0,0,636,787,800,589,992,PSMD12,PSMB10
9606.ENSP00000348442,9606.ENSP00000272317,0,0,0,300,906,900,132,993,PSMD12,RPS27A
9606.ENSP00000348442,9606.ENSP00000423630,0,0,0,52,0,900,117,908,PSMD12,FBXL7
9606.ENSP00000348442,9606.ENSP00000264639,0,0,0,924,996,900,996,999,PSMD12,PSMD3
9606.ENSP00000348442,9606.ENSP00000363993,0,0,0,469,932,800,433,995,PSMD12,PSMB9
9606.ENSP00000348442,9606.ENSP00000303706,0,0,0,62,0,900,0,902,PSMD12,CDC25A
9606.ENSP00000348442,9606.ENSP00000216802,0,0,0,95,352,800,471,929,PSMD12,PSME2
9606.ENSP00000348442,9606.ENSP00000478877,0,0,0,383,991,600,931,999,PSMD12,ADRM1
9606.ENSP00000348442,9606.ENSP00000384211,0,0,0,112,249,800,833,974,PSMD12,PSME4
9606.ENSP00000348442,9606.ENSP00000360493,0,0,0,0,0,900,0,900,PSMD12,RUNX2
9606.ENSP00000348442,9606.ENSP00000210313,0,0,0,138,973,800,475,997,PSMD12,PSMD5
9606.ENSP00000348442,9606.ENSP00000485663,0,0,0,700,481,0,141,854,PSMD12,EIF3L
9606.ENSP00000348442,9606.ENSP00000274008,0,0,0,232,635,0,102,726,PSMD12,SPATA5
9606.ENSP00000348442,9606.ENSP00000299084,0,0,0,0,0,900,0,900,PSMD12,SPRED1
9606.ENSP00000348442,9606.ENSP00000227507,0,0,0,0,0,900,0,900,PSMD12,CCND1
9606.ENSP00000348442,9606.ENSP00000372155,0,0,0,68,632,800,443,956,PSMD12,PSME1
9606.ENSP00000348442,9606.ENSP00000427802,0,0,0,0,726,0,0,726,PSMD12,NACA2
9606.ENSP00000348442,9606.ENSP00000359910,0,0,0,668,988,900,571,999,PSMD12,PSMA7
9606.ENSP00000348442,9606.ENSP00000261601,0,0,0,911,996,600,786,999,PSMD12,USP14
9606.ENSP00000348442,9606.ENSP00000299300,0,0,0,673,0,0,146,708,PSMD12,CCT2
9606.ENSP00000348442,9606.ENSP00000482657,0,0,0,65,0,900,0,902,PSMD12,MAP3K14
9606.ENSP00000348453,9606.ENSP00000382428,0,0,0,62,0,0,756,761,ANO2,DLG4
9606.ENSP00000348453,9606.ENSP00000399709,0,0,0,0,0,540,617,816,ANO2,BEST1
9606.ENSP00000348453,9606.ENSP00000332413,0,0,0,0,0,540,686,849,ANO2,BEST3
9606.ENSP00000348453,9606.ENSP00000361281,0,0,0,0,0,540,667,840,ANO2,BEST4
9606.ENSP00000348453,9606.ENSP00000003084,0,0,0,62,0,540,511,770,ANO2,CFTR
9606.ENSP00000348455,9606.ENSP00000025008,0,0,0,0,0,0,874,873,UVRAG,RB1CC1
9606.ENSP00000348455,9606.ENSP00000363970,0,0,0,0,0,900,673,965,UVRAG,MAP1LC3A
9606.ENSP00000348455,9606.ENSP00000378914,0,0,0,0,0,0,768,768,UVRAG,ULK2
9606.ENSP00000348455,9606.ENSP00000266458,0,0,0,0,0,900,768,975,UVRAG,GABARAPL1
9606.ENSP00000348455,9606.ENSP00000349785,0,0,0,0,0,900,465,944,UVRAG,MAP1LC3C
9606.ENSP00000348455,9606.ENSP00000262139,0,0,0,0,0,0,736,736,UVRAG,WIPI1
9606.ENSP00000348459,9606.ENSP00000378782,0,0,0,64,0,0,816,820,ACMSD,QPRT
9606.ENSP00000348459,9606.ENSP00000355517,184,0,296,146,0,0,661,811,ACMSD,KMO
9606.ENSP00000348459,9606.ENSP00000294973,0,0,349,181,0,900,821,989,ACMSD,HAAO
9606.ENSP00000348459,9606.ENSP00000444788,177,0,0,62,0,0,686,736,ACMSD,TDO2
9606.ENSP00000348459,9606.ENSP00000265605,59,0,0,184,0,900,82,920,ACMSD,ALDH8A1
9606.ENSP00000348459,9606.ENSP00000264170,295,0,274,112,0,0,794,893,ACMSD,KYNU
9606.ENSP00000348459,9606.ENSP00000253079,0,0,0,0,0,0,805,804,ACMSD,CCDC62
9606.ENSP00000348459,9606.ENSP00000265594,46,0,0,62,0,0,868,871,ACMSD,MCCC1
9606.ENSP00000348460,9606.ENSP00000307479,0,0,0,118,767,0,288,840,NPAS3,ARNT2
9606.ENSP00000348460,9606.ENSP00000280979,0,0,0,111,0,0,693,715,NPAS3,AKAP6
9606.ENSP00000348471,9606.ENSP00000365891,0,0,0,0,552,0,457,746,SH3YL1,WAS
9606.ENSP00000348471,9606.ENSP00000404179,0,0,0,0,70,0,705,714,SH3YL1,DOCK4
9606.ENSP00000348471,9606.ENSP00000302913,0,0,0,0,837,0,224,868,SH3YL1,SH3D19
9606.ENSP00000348471,9606.ENSP00000356155,0,0,0,63,130,0,679,715,SH3YL1,PIK3C2B
9606.ENSP00000348471,9606.ENSP00000267202,0,0,0,0,684,0,453,819,SH3YL1,VPS37B
9606.ENSP00000348471,9606.ENSP00000385478,0,0,0,0,0,0,718,717,SH3YL1,ISPD
9606.ENSP00000348471,9606.ENSP00000311837,0,0,0,0,0,0,720,719,SH3YL1,SNTG2
9606.ENSP00000348471,9606.ENSP00000384604,0,0,0,0,0,0,703,702,SH3YL1,FAM150B
9606.ENSP00000348472,9606.ENSP00000362841,0,0,0,0,0,0,731,731,PXK,NKAIN1
9606.ENSP00000348521,9606.ENSP00000379183,0,0,0,108,0,0,745,762,GJB6,PANX2
9606.ENSP00000348521,9606.ENSP00000265715,0,0,0,49,0,0,774,776,GJB6,SLC26A4
9606.ENSP00000348521,9606.ENSP00000205890,0,0,0,0,0,0,721,721,GJB6,MYO15A
9606.ENSP00000348521,9606.ENSP00000281537,0,0,0,0,182,0,707,750,GJB6,TJP1
9606.ENSP00000348527,9606.ENSP00000362018,0,0,0,160,68,800,868,976,CENPL,CENPI
9606.ENSP00000348527,9606.ENSP00000376168,0,0,0,51,0,800,596,916,CENPL,STRA13
9606.ENSP00000348527,9606.ENSP00000377007,0,0,0,157,270,800,964,995,CENPL,CENPN
9606.ENSP00000348527,9606.ENSP00000457810,0,0,0,62,0,800,886,976,CENPL,CENPT
9606.ENSP00000348527,9606.ENSP00000364737,0,0,0,112,0,800,793,960,CENPL,CENPP
9606.ENSP00000348527,9606.ENSP00000357308,0,0,0,95,0,800,719,944,CENPL,CENPW
9606.ENSP00000348527,9606.ENSP00000337289,0,0,0,85,0,800,769,954,CENPL,CENPQ
9606.ENSP00000348527,9606.ENSP00000370214,0,0,0,85,0,800,949,989,CENPL,CENPO
9606.ENSP00000348527,9606.ENSP00000308583,0,0,0,66,0,800,803,960,CENPL,APITD1
9606.ENSP00000348527,9606.ENSP00000379911,0,0,0,124,0,800,913,983,CENPL,CENPK
9606.ENSP00000348527,9606.ENSP00000414109,0,0,0,105,0,600,460,789,CENPL,HJURP
9606.ENSP00000348527,9606.ENSP00000336868,0,0,0,76,0,600,789,915,CENPL,CENPA
9606.ENSP00000348527,9606.ENSP00000283006,0,0,0,110,431,800,899,988,CENPL,CENPH
9606.ENSP00000348527,9606.ENSP00000335463,0,0,0,141,0,600,460,798,CENPL,CASC5
9606.ENSP00000348527,9606.ENSP00000220514,0,0,0,115,0,600,322,738,CENPL,OIP5
9606.ENSP00000348527,9606.ENSP00000215980,0,0,0,100,270,800,831,974,CENPL,CENPM
9606.ENSP00000348538,9606.ENSP00000418748,0,0,0,62,0,0,721,727,RBM38,ESRP2
9606.ENSP00000348538,9606.ENSP00000415579,0,0,0,51,0,0,712,715,RBM38,CTCFL
9606.ENSP00000348573,9606.ENSP00000294016,0,0,0,0,0,0,889,889,AKAP9,ADCY9
9606.ENSP00000348573,9606.ENSP00000395708,0,0,0,0,0,0,825,825,AKAP9,RAPGEF3
9606.ENSP00000348573,9606.ENSP00000232978,0,0,0,532,0,0,633,820,AKAP9,NKTR
9606.ENSP00000348573,9606.ENSP00000337255,0,0,0,0,0,600,927,969,AKAP9,KCNE1
9606.ENSP00000348573,9606.ENSP00000305355,0,0,0,0,0,0,702,702,AKAP9,PRKCB
9606.ENSP00000348573,9606.ENSP00000155840,0,0,0,0,675,800,989,999,AKAP9,KCNQ1
9606.ENSP00000348573,9606.ENSP00000265717,0,0,0,0,746,900,465,985,AKAP9,PRKAR2B
9606.ENSP00000348573,9606.ENSP00000281830,0,0,0,0,0,600,293,705,AKAP9,KCNE4
9606.ENSP00000348573,9606.ENSP00000306124,0,0,0,0,213,900,51,918,AKAP9,PRKCE
9606.ENSP00000348573,9606.ENSP00000371067,0,0,0,0,0,900,57,901,AKAP9,JAK2
9606.ENSP00000348573,9606.ENSP00000416040,0,0,0,0,0,600,384,743,AKAP9,KIAA1549
9606.ENSP00000348573,9606.ENSP00000367766,0,0,0,63,789,0,48,795,AKAP9,RPGR
9606.ENSP00000348573,9606.ENSP00000265563,0,0,0,0,686,900,140,970,AKAP9,PRKAR2A
9606.ENSP00000348573,9606.ENSP00000288602,0,0,0,0,0,600,516,798,AKAP9,BRAF
9606.ENSP00000348573,9606.ENSP00000306253,0,0,0,62,0,0,936,937,AKAP9,ITPR1
9606.ENSP00000348573,9606.ENSP00000217381,0,0,0,0,0,0,794,794,AKAP9,SNTA1
9606.ENSP00000348573,9606.ENSP00000370337,0,0,0,62,656,0,669,883,AKAP9,CEP152
9606.ENSP00000348573,9606.ENSP00000376204,0,0,0,793,0,0,46,794,AKAP9,ASH1L
9606.ENSP00000348573,9606.ENSP00000359719,0,0,0,0,684,900,90,968,AKAP9,PRKACB
9606.ENSP00000348573,9606.ENSP00000310557,0,0,0,0,0,600,652,854,AKAP9,KCNE3
9606.ENSP00000348573,9606.ENSP00000371308,0,0,0,49,553,0,547,790,AKAP9,CENPJ
9606.ENSP00000348573,9606.ENSP00000405252,0,0,0,0,0,0,732,732,AKAP9,AKAP7
9606.ENSP00000348573,9606.ENSP00000355593,0,0,0,0,492,0,450,709,AKAP9,DISC1
9606.ENSP00000348573,9606.ENSP00000290310,0,0,0,0,0,600,731,888,AKAP9,KCNE2
9606.ENSP00000348573,9606.ENSP00000339740,0,0,0,0,0,900,50,900,AKAP9,CAMK2D
9606.ENSP00000348573,9606.ENSP00000378699,0,0,0,49,0,900,341,931,AKAP9,CDK1
9606.ENSP00000348573,9606.ENSP00000378207,0,0,0,62,0,0,703,709,AKAP9,AKAP5
9606.ENSP00000348573,9606.ENSP00000361173,0,0,0,0,0,600,377,740,AKAP9,KCNE1L
9606.ENSP00000348573,9606.ENSP00000280979,0,0,0,0,0,0,745,745,AKAP9,AKAP6
9606.ENSP00000348573,9606.ENSP00000381412,0,0,0,0,0,900,43,900,AKAP9,CAMK2A
9606.ENSP00000348573,9606.ENSP00000343325,0,0,0,0,277,900,476,958,AKAP9,PKN1
9606.ENSP00000348573,9606.ENSP00000326031,0,0,0,0,213,900,262,936,AKAP9,PPP1CA
9606.ENSP00000348573,9606.ENSP00000478212,0,0,0,47,0,0,785,787,AKAP9,AKAP1
9606.ENSP00000348573,9606.ENSP00000409581,0,0,0,0,0,600,303,709,AKAP9,ARRB1
9606.ENSP00000348573,9606.ENSP00000358363,0,0,0,73,790,0,958,991,AKAP9,PDE4DIP
9606.ENSP00000348573,9606.ENSP00000379098,0,0,0,0,0,900,43,900,AKAP9,CAMK2B
9606.ENSP00000348602,9606.ENSP00000419782,0,0,0,62,474,0,618,795,AMPH,CDK5
9606.ENSP00000348602,9606.ENSP00000265171,0,0,0,82,0,900,320,932,AMPH,EGF
9606.ENSP00000348602,9606.ENSP00000429344,0,0,0,144,0,0,859,874,AMPH,PNMA2
9606.ENSP00000348602,9606.ENSP00000413625,0,0,0,62,78,0,723,739,AMPH,FNBP1
9606.ENSP00000348602,9606.ENSP00000479606,0,0,0,62,714,0,857,958,AMPH,CLTC
9606.ENSP00000348602,9606.ENSP00000406209,0,0,0,64,531,0,629,822,AMPH,EPN1
9606.ENSP00000348602,9606.ENSP00000295987,0,0,0,232,434,0,568,796,AMPH,SYN1
9606.ENSP00000348602,9606.ENSP00000409667,0,0,0,86,700,0,977,993,AMPH,SYNJ1
9606.ENSP00000348602,9606.ENSP00000275493,0,0,0,0,0,900,223,918,AMPH,EGFR
9606.ENSP00000348602,9606.ENSP00000331504,0,0,0,62,0,0,818,822,AMPH,FES
9606.ENSP00000348602,9606.ENSP00000281419,0,0,0,0,96,0,778,791,AMPH,ASAP2
9606.ENSP00000348602,9606.ENSP00000435509,0,0,0,152,0,0,738,768,AMPH,ZIC4
9606.ENSP00000348602,9606.ENSP00000345229,0,0,0,164,0,0,756,787,AMPH,DNER
9606.ENSP00000348602,9606.ENSP00000400459,0,0,0,292,391,0,773,893,AMPH,SNAP91
9606.ENSP00000348602,9606.ENSP00000360076,0,0,0,159,501,0,372,713,AMPH,SGIP1
9606.ENSP00000348602,9606.ENSP00000354778,0,0,0,119,0,0,710,733,AMPH,CNTNAP2
9606.ENSP00000348602,9606.ENSP00000365891,0,0,0,62,530,0,691,851,AMPH,WAS
9606.ENSP00000348602,9606.ENSP00000320117,0,0,0,62,78,0,791,803,AMPH,TRIP10
9606.ENSP00000348602,9606.ENSP00000360472,0,0,0,111,0,0,769,786,AMPH,LGI1
9606.ENSP00000348602,9606.ENSP00000362014,0,0,0,155,893,0,986,998,AMPH,DNM1
9606.ENSP00000348602,9606.ENSP00000276416,0,0,0,0,180,0,722,762,AMPH,BIN3
9606.ENSP00000348602,9606.ENSP00000407552,0,0,0,103,534,0,389,722,AMPH,GAS7
9606.ENSP00000348602,9606.ENSP00000369981,0,0,0,233,620,0,738,916,AMPH,SH3GL2
9606.ENSP00000348602,9606.ENSP00000316779,0,0,0,55,732,800,107,948,AMPH,BIN1
9606.ENSP00000348602,9606.ENSP00000274498,0,0,0,62,0,0,710,716,AMPH,ARHGAP26
9606.ENSP00000348602,9606.ENSP00000479153,0,0,0,0,158,0,879,894,AMPH,EHD1
9606.ENSP00000348602,9606.ENSP00000393776,0,0,0,62,225,0,728,784,AMPH,FCHO2
9606.ENSP00000348602,9606.ENSP00000288699,0,0,0,118,0,0,872,882,AMPH,DPYSL5
9606.ENSP00000348602,9606.ENSP00000336775,0,0,0,73,716,0,64,731,AMPH,SYNM
9606.ENSP00000348602,9606.ENSP00000370719,0,0,0,65,270,0,642,734,AMPH,ITSN1
9606.ENSP00000348602,9606.ENSP00000482835,0,0,0,63,764,0,428,862,AMPH,AP2B1
9606.ENSP00000348602,9606.ENSP00000473001,0,0,0,62,225,0,707,768,AMPH,FCHO1
9606.ENSP00000348632,9606.ENSP00000220751,0,0,0,68,56,800,391,878,RBCK1,RIPK2
9606.ENSP00000348632,9606.ENSP00000305355,0,0,0,0,840,0,386,897,RBCK1,PRKCB
9606.ENSP00000348632,9606.ENSP00000261464,0,0,0,54,57,600,342,733,RBCK1,TRAF5
9606.ENSP00000348632,9606.ENSP00000247668,0,0,0,62,57,600,370,747,RBCK1,TRAF2
9606.ENSP00000348632,9606.ENSP00000362994,0,0,0,85,687,0,224,758,RBCK1,TRAF1
9606.ENSP00000348632,9606.ENSP00000405330,0,0,0,0,522,0,655,828,RBCK1,ESR1
9606.ENSP00000348632,9606.ENSP00000300589,0,0,0,65,675,0,390,798,RBCK1,NOD2
9606.ENSP00000348632,9606.ENSP00000260187,0,0,0,0,205,900,220,932,RBCK1,USP2
9606.ENSP00000348632,9606.ENSP00000364298,0,0,0,49,681,0,334,780,RBCK1,FKBPL
9606.ENSP00000348632,9606.ENSP00000430684,0,0,0,0,182,600,501,822,RBCK1,IKBKB
9606.ENSP00000348632,9606.ENSP00000481570,0,0,0,0,500,900,391,966,RBCK1,TNFAIP3
9606.ENSP00000348632,9606.ENSP00000398698,0,0,0,0,882,600,450,971,RBCK1,TNF
9606.ENSP00000348632,9606.ENSP00000341268,0,0,0,77,0,600,522,807,RBCK1,TRADD
9606.ENSP00000348632,9606.ENSP00000263464,0,0,0,64,282,800,434,913,RBCK1,BIRC3
9606.ENSP00000348632,9606.ENSP00000289805,0,0,0,69,0,800,215,841,RBCK1,SPATA2L
9606.ENSP00000348632,9606.ENSP00000381698,0,0,0,96,971,900,275,997,RBCK1,SHARPIN
9606.ENSP00000348632,9606.ENSP00000329127,0,0,0,54,0,0,729,732,RBCK1,PRKCH
9606.ENSP00000348632,9606.ENSP00000462729,0,0,0,0,0,900,324,929,RBCK1,OTUD7B
9606.ENSP00000348632,9606.ENSP00000392025,0,0,0,0,0,900,607,959,RBCK1,CYLD
9606.ENSP00000348632,9606.ENSP00000342626,0,0,0,52,182,0,646,701,RBCK1,EYA1
9606.ENSP00000348635,9606.ENSP00000409171,0,0,0,0,0,0,738,738,AMICA1,PLXNB2
9606.ENSP00000348635,9606.ENSP00000246115,0,0,0,671,0,0,202,726,AMICA1,S1PR4
9606.ENSP00000348635,9606.ENSP00000379350,0,0,0,0,0,900,63,902,AMICA1,ITGB1
9606.ENSP00000348635,9606.ENSP00000284878,0,0,0,0,807,800,417,975,AMICA1,CXADR
9606.ENSP00000348635,9606.ENSP00000380227,0,0,0,62,0,900,124,910,AMICA1,ITGA4
9606.ENSP00000348635,9606.ENSP00000375629,0,0,0,769,0,0,67,775,AMICA1,LILRB2
9606.ENSP00000348673,9606.ENSP00000261435,0,0,0,0,56,0,738,741,ZNF770,N4BP2
9606.ENSP00000348722,9606.ENSP00000396673,0,0,0,677,0,0,375,789,PUS7,FTSJ3
9606.ENSP00000348722,9606.ENSP00000454836,0,0,0,812,0,0,0,812,PUS7,TBL3
9606.ENSP00000348722,9606.ENSP00000274606,74,0,0,192,0,0,747,794,PUS7,NHP2
9606.ENSP00000348722,9606.ENSP00000346725,0,0,0,763,0,0,0,763,PUS7,PES1
9606.ENSP00000348722,9606.ENSP00000402338,0,0,0,827,0,0,0,826,PUS7,RPF2
9606.ENSP00000348722,9606.ENSP00000373331,0,0,0,102,316,0,640,759,PUS7,RPUSD3
9606.ENSP00000348722,9606.ENSP00000466967,51,0,0,508,115,0,379,708,PUS7,TRMT1
9606.ENSP00000348722,9606.ENSP00000455026,0,0,0,102,316,0,611,739,PUS7,RPUSD1
9606.ENSP00000348722,9606.ENSP00000365837,0,0,0,180,71,0,926,938,PUS7,PUS1
9606.ENSP00000348722,9606.ENSP00000237163,0,0,0,0,0,0,718,717,PUS7,DOPEY1
9606.ENSP00000348722,9606.ENSP00000221801,0,0,0,508,272,0,234,701,PUS7,FBL
9606.ENSP00000348722,9606.ENSP00000380982,0,0,0,702,59,0,81,719,PUS7,KIAA0020
9606.ENSP00000348722,9606.ENSP00000354040,0,0,0,836,0,0,0,836,PUS7,GTPBP4
9606.ENSP00000348722,9606.ENSP00000371858,0,0,0,828,66,0,381,891,PUS7,NOP2
9606.ENSP00000348722,9606.ENSP00000314441,203,0,0,303,181,0,457,720,PUS7,METTL1
9606.ENSP00000348722,9606.ENSP00000317992,0,0,0,824,0,0,0,824,PUS7,NOC2L
9606.ENSP00000348722,9606.ENSP00000455106,0,0,0,769,0,0,0,769,PUS7,BOP1
9606.ENSP00000348751,9606.ENSP00000244519,0,0,0,781,481,300,53,914,BTN3A2,BTN3A3
9606.ENSP00000348751,9606.ENSP00000289361,0,0,0,356,932,300,55,967,BTN3A2,BTN3A1
9606.ENSP00000348752,9606.ENSP00000480616,0,0,0,0,0,800,76,807,ORAI2,ORAI1
9606.ENSP00000348752,9606.ENSP00000419313,0,0,0,0,0,0,911,912,ORAI2,TRPC1
9606.ENSP00000348752,9606.ENSP00000370744,0,0,0,0,132,650,542,848,ORAI2,ITPR2
9606.ENSP00000348752,9606.ENSP00000368966,0,0,0,0,270,0,707,777,ORAI2,TRPC3
9606.ENSP00000348752,9606.ENSP00000363435,0,0,0,0,132,650,701,901,ORAI2,ITPR3
9606.ENSP00000348752,9606.ENSP00000322249,0,0,0,62,0,800,81,812,ORAI2,ORAI3
9606.ENSP00000348752,9606.ENSP00000306253,0,0,0,0,132,650,701,901,ORAI2,ITPR1
9606.ENSP00000348752,9606.ENSP00000340913,0,0,0,0,0,0,923,923,ORAI2,TRPC6
9606.ENSP00000348753,9606.ENSP00000407586,0,0,0,0,342,900,213,943,SPRED2,HRAS
9606.ENSP00000348753,9606.ENSP00000290541,0,0,0,0,0,900,0,900,SPRED2,PSMB4
9606.ENSP00000348753,9606.ENSP00000351015,0,0,0,65,340,500,739,908,SPRED2,NF1
9606.ENSP00000348753,9606.ENSP00000483688,0,0,0,0,0,900,0,900,SPRED2,PSMB3
9606.ENSP00000348753,9606.ENSP00000311121,0,0,0,0,0,900,0,900,SPRED2,PSMA8
9606.ENSP00000348753,9606.ENSP00000481021,0,0,0,0,0,900,0,900,SPRED2,SHFM1
9606.ENSP00000348753,9606.ENSP00000261712,0,0,0,0,0,900,42,900,SPRED2,PSMD11
9606.ENSP00000348753,9606.ENSP00000364016,0,0,0,0,0,900,0,900,SPRED2,PSMB8
9606.ENSP00000348753,9606.ENSP00000374455,0,0,0,0,675,0,248,745,SPRED2,SQSTM1
9606.ENSP00000348753,9606.ENSP00000368797,0,0,0,0,0,900,0,900,SPRED2,KBTBD7
9606.ENSP00000348753,9606.ENSP00000210313,0,0,0,0,0,900,60,901,SPRED2,PSMD5
9606.ENSP00000348753,9606.ENSP00000384211,0,0,0,0,0,900,0,900,SPRED2,PSME4
9606.ENSP00000348753,9606.ENSP00000372155,0,0,0,0,0,900,0,900,SPRED2,PSME1
9606.ENSP00000348753,9606.ENSP00000359910,0,0,0,0,0,900,0,900,SPRED2,PSMA7
9606.ENSP00000348753,9606.ENSP00000351314,0,0,0,0,0,900,0,900,SPRED2,PSMB10
9606.ENSP00000348753,9606.ENSP00000310572,0,0,0,0,0,900,0,900,SPRED2,PSMC5
9606.ENSP00000348753,9606.ENSP00000348442,0,0,0,0,0,900,0,900,SPRED2,PSMD12
9606.ENSP00000348753,9606.ENSP00000216802,0,0,0,0,0,900,0,900,SPRED2,PSME2
9606.ENSP00000348753,9606.ENSP00000358548,0,0,0,54,342,600,138,756,SPRED2,NRAS
9606.ENSP00000348753,9606.ENSP00000256078,0,0,0,0,472,600,185,812,SPRED2,KRAS
9606.ENSP00000348753,9606.ENSP00000272317,0,0,0,0,0,900,58,901,SPRED2,RPS27A
9606.ENSP00000348753,9606.ENSP00000264639,0,0,0,0,0,900,0,900,SPRED2,PSMD3
9606.ENSP00000348753,9606.ENSP00000363993,0,0,0,0,0,900,132,909,SPRED2,PSMB9
9606.ENSP00000348757,9606.ENSP00000323275,0,0,0,145,0,0,664,700,CCDC151,DYX1C1
9606.ENSP00000348757,9606.ENSP00000361238,0,0,0,108,0,0,741,759,CCDC151,RSPH9
9606.ENSP00000348757,9606.ENSP00000318429,0,0,0,76,264,0,973,980,CCDC151,CCDC114
9606.ENSP00000348757,9606.ENSP00000264020,0,0,0,83,676,0,208,744,CCDC151,IFT46
9606.ENSP00000348757,9606.ENSP00000306410,0,0,0,135,0,0,904,913,CCDC151,ARMC4
