symbol,reactome_id,pathway_name
AKT3,R-HSA-453279,Mitotic G1 phase and G1/S transition
AKT3,R-HSA-5218920,VEGFR2 mediated vascular permeability
AKT3,R-HSA-5357801,Programmed Cell Death
AKT3,R-HSA-5628897,TP53 Regulates Metabolic Genes
AKT3,R-HSA-5633007,Regulation of TP53 Activity
AKT3,R-HSA-5653656,Vesicle-mediated transport
AKT3,R-HSA-5663202,Diseases of signal transduction by growth factor receptors and second messengers
AKT3,R-HSA-5663205,Infectious disease
AKT3,R-HSA-5674400,Constitutive Signaling by AKT1 E17K in Cancer
AKT3,R-HSA-6804757,Regulation of TP53 Degradation
AKT3,R-HSA-6804758,Regulation of TP53 Activity through Acetylation
AKT3,R-HSA-6804759,Regulation of TP53 Activity through Association with Co-factors
AKT3,R-HSA-6806003,Regulation of TP53 Expression and Degradation
AKT3,R-HSA-6807070,PTEN Regulation
AKT3,R-HSA-69202,Cyclin E associated events during G1/S transition 
AKT3,R-HSA-69206,G1/S Transition
AKT3,R-HSA-69242,S Phase
AKT3,R-HSA-69278,"Cell Cycle, Mitotic"
AKT3,R-HSA-69656,Cyclin A:Cdk2-associated events at S phase entry
AKT3,R-HSA-73857,RNA Polymerase II Transcription
AKT3,R-HSA-74160,Gene expression (Transcription)
AKT3,R-HSA-8863795,Downregulation of ERBB2 signaling
AKT3,R-HSA-8876198,RAB GEFs exchange GTP for GDP on RABs
AKT3,R-HSA-8878166,Transcriptional regulation by RUNX2
AKT3,R-HSA-8939211,ESR-mediated signaling
AKT3,R-HSA-8941332,RUNX2 regulates genes involved in cell migration
AKT3,R-HSA-8948751,Regulation of PTEN stability and activity
AKT3,R-HSA-8953897,Cellular responses to stimuli
AKT3,R-HSA-9006925,Intracellular signaling by second messengers
AKT3,R-HSA-9006931,Signaling by Nuclear Receptors
AKT3,R-HSA-9006934,Signaling by Receptor Tyrosine Kinases
AKT3,R-HSA-9007101,Rab regulation of trafficking
AKT3,R-HSA-9009391,Extra-nuclear estrogen signaling
AKT3,R-HSA-9607240,FLT3 Signaling
AKT3,R-HSA-9614085,FOXO-mediated transcription
AKT3,R-HSA-9614399,Regulation of localization of FOXO transcription factors
AKT3,R-HSA-9634638,Estrogen-dependent nuclear events downstream of ESR-membrane signaling
AKT3,R-HSA-9679506,SARS-CoV Infections
AKT3,R-HSA-9694516,SARS-CoV-2 Infection
AKT3,R-HSA-9705683,SARS-CoV-2-host interactions
AKT3,R-HSA-9711123,Cellular response to chemical stress
AKT3,R-HSA-9730414,MITF-M-regulated melanocyte development
AKT3,R-HSA-9755511,KEAP1-NFE2L2 pathway
AKT3,R-HSA-9755779,SARS-CoV-2 targets host intracellular signalling and regulatory pathways
AKT3,R-HSA-9824446,Viral Infection Pathways
AKT3,R-HSA-9856649,Transcriptional and post-translational regulation of MITF-M expression and activity
MED6,R-HSA-1266738,Developmental Biology
MED6,R-HSA-1430728,Metabolism
MED6,R-HSA-1643685,Disease
MED6,R-HSA-1989781,PPARA activates gene expression
MED6,R-HSA-212165,Epigenetic regulation of gene expression
MED6,R-HSA-212436,Generic Transcription Pathway
MED6,R-HSA-381340,Transcriptional regulation of white adipocyte differentiation
MED6,R-HSA-400206,Regulation of lipid metabolism by PPARalpha
MED6,R-HSA-556833,Metabolism of lipids
MED6,R-HSA-5663205,Infectious disease
MED6,R-HSA-73857,RNA Polymerase II Transcription
MED6,R-HSA-74160,Gene expression (Transcription)
MED6,R-HSA-9818564,Epigenetic regulation of gene expression by MLL3 and MLL4 complexes
MED6,R-HSA-9820952,Respiratory Syncytial Virus Infection Pathway
MED6,R-HSA-9824446,Viral Infection Pathways
MED6,R-HSA-9833110,RSV-host interactions
MED6,R-HSA-9841922,MLL4 and MLL3 complexes regulate expression of PPARG target genes in adipogenesis and hepatic steatosis
MED6,R-HSA-9843745,Adipogenesis
MED6,R-HSA-9851695,Epigenetic regulation of adipogenesis genes by MLL3 and MLL4 complexes
MED6,R-HSA-9917777,Epigenetic regulation by WDR5-containing histone modifying complexes
NR2E3,R-HSA-212436,Generic Transcription Pathway
NR2E3,R-HSA-383280,Nuclear Receptor transcription pathway
NR2E3,R-HSA-73857,RNA Polymerase II Transcription
NR2E3,R-HSA-74160,Gene expression (Transcription)
NAALAD2,R-HSA-1430728,Metabolism
NAALAD2,R-HSA-71291,Metabolism of amino acids and derivatives
NAALAD2,R-HSA-8963693,Aspartate and asparagine metabolism
DUXB,R-HSA-1266738,Developmental Biology
DUXB,R-HSA-9816359,Maternal to zygotic transition (MZT)
DUXB,R-HSA-9819196,Zygotic genome activation (ZGA)
SIGLEC14,R-HSA-168249,Innate Immune System
SIGLEC14,R-HSA-168256,Immune System
SIGLEC14,R-HSA-2172127,DAP12 interactions
SIGLEC14,R-HSA-6798695,Neutrophil degranulation
ACOT8,R-HSA-1430728,Metabolism
ACOT8,R-HSA-192105,Synthesis of bile acids and bile salts
ACOT8,R-HSA-193368,Synthesis of bile acids and bile salts via 7alpha-hydroxycholesterol
ACOT8,R-HSA-194068,Bile acid and bile salt metabolism
ACOT8,R-HSA-2046104,alpha-linolenic (omega3) and linoleic (omega6) acid metabolism
ACOT8,R-HSA-2046106,alpha-linolenic acid (ALA) metabolism
ACOT8,R-HSA-389887,Beta-oxidation of pristanoyl-CoA
ACOT8,R-HSA-390247,Beta-oxidation of very long chain fatty acids
ACOT8,R-HSA-390918,Peroxisomal lipid metabolism
ACOT8,R-HSA-556833,Metabolism of lipids
ACOT8,R-HSA-8957322,Metabolism of steroids
ACOT8,R-HSA-8978868,Fatty acid metabolism
ACOT8,R-HSA-9033241,Peroxisomal protein import
ACOT8,R-HSA-9609507,Protein localization
ABI1,R-HSA-162582,Signal Transduction
ABI1,R-HSA-1643685,Disease
ABI1,R-HSA-168249,Innate Immune System
ABI1,R-HSA-168256,Immune System
ABI1,R-HSA-194138,Signaling by VEGF
ABI1,R-HSA-194315,Signaling by Rho GTPases
ABI1,R-HSA-195258,RHO GTPase Effectors
ABI1,R-HSA-2029480,Fcgamma receptor (FCGR) dependent phagocytosis
ABI1,R-HSA-2029482,Regulation of actin dynamics for phagocytic cup formation
ABI1,R-HSA-4420097,VEGFA-VEGFR2 Pathway
ABI1,R-HSA-5663205,Infectious disease
ABI1,R-HSA-5663213,RHO GTPases Activate WASPs and WAVEs
ABI1,R-HSA-9006934,Signaling by Receptor Tyrosine Kinases
ABI1,R-HSA-9012999,RHO GTPase cycle
ABI1,R-HSA-9013149,RAC1 GTPase cycle
ABI1,R-HSA-9013404,RAC2 GTPase cycle
ABI1,R-HSA-9013423,RAC3 GTPase cycle
ABI1,R-HSA-9658195,Leishmania infection
ABI1,R-HSA-9664407,Parasite infection
ABI1,R-HSA-9664417,Leishmania phagocytosis
ABI1,R-HSA-9664422,FCGR3A-mediated phagocytosis
ABI1,R-HSA-9716542,"Signaling by Rho GTPases, Miro GTPases and RHOBTB3"
ABI1,R-HSA-9824443,Parasitic Infection Pathways
GNPDA1,R-HSA-1430728,Metabolism
GNPDA1,R-HSA-70171,Glycolysis
GNPDA1,R-HSA-70326,Glucose metabolism
GNPDA1,R-HSA-71387,Metabolism of carbohydrates and carbohydrate derivatives
KCNE3,R-HSA-397014,Muscle contraction
KCNE3,R-HSA-5576890,Phase 3 - rapid repolarisation
KCNE3,R-HSA-5576891,Cardiac conduction
KCNE3,R-HSA-5576893,Phase 2 - plateau phase
ZBTB33,R-HSA-1500931,Cell-Cell communication
ZBTB33,R-HSA-418990,Adherens junctions interactions
ZBTB33,R-HSA-421270,Cell-cell junction organization
ZBTB33,R-HSA-446728,Cell junction organization
ZBTB33,R-HSA-9759476,Regulation of Homotypic Cell-Cell Adhesion
ZBTB33,R-HSA-9764265,Regulation of CDH1 Expression and Function
ZBTB33,R-HSA-9764274,Regulation of Expression and Function of Type I Classical Cadherins
ZBTB33,R-HSA-9764560,Regulation of CDH1 Gene Transcription
ZBTB33,R-HSA-9764725,Negative Regulation of CDH1 Gene Transcription
CDH3,R-HSA-1500931,Cell-Cell communication
CDH3,R-HSA-418990,Adherens junctions interactions
CDH3,R-HSA-421270,Cell-cell junction organization
CDH3,R-HSA-446728,Cell junction organization
TANK,R-HSA-166016,Toll Like Receptor 4 (TLR4) Cascade
TANK,R-HSA-166166,MyD88-independent TLR4 cascade 
TANK,R-HSA-168164,Toll Like Receptor 3 (TLR3) Cascade
TANK,R-HSA-168249,Innate Immune System
TANK,R-HSA-168256,Immune System
TANK,R-HSA-168898,Toll-like Receptor Cascades
TANK,R-HSA-168928,DDX58/IFIH1-mediated induction of interferon-alpha/beta
TANK,R-HSA-9013973,TICAM1-dependent activation of IRF3/IRF7
TANK,R-HSA-933541,TRAF6 mediated IRF7 activation
TANK,R-HSA-936964,"Activation of IRF3, IRF7 mediated by TBK1, IKKε (IKBKE)"
TANK,R-HSA-937061,TRIF (TICAM1)-mediated TLR4 signaling 
TANK,R-HSA-9824878,"Regulation of TBK1, IKKε (IKBKE)-mediated activation of IRF3, IRF7 "
TANK,R-HSA-9828211,"Regulation of TBK1, IKKε-mediated activation of IRF3, IRF7 upon TLR3 ligation"
OST4,R-HSA-1280218,Adaptive Immune System
OST4,R-HSA-1500931,Cell-Cell communication
OST4,R-HSA-1643685,Disease
OST4,R-HSA-168256,Immune System
OST4,R-HSA-388841,Regulation of T cell activation by CD28 family
OST4,R-HSA-389948,Co-inhibition by PD-1
OST4,R-HSA-392499,Metabolism of proteins
OST4,R-HSA-418990,Adherens junctions interactions
OST4,R-HSA-421270,Cell-cell junction organization
OST4,R-HSA-446203,Asparagine N-linked glycosylation
OST4,R-HSA-446728,Cell junction organization
OST4,R-HSA-5663205,Infectious disease
OST4,R-HSA-597592,Post-translational protein modification
OST4,R-HSA-9679506,SARS-CoV Infections
OST4,R-HSA-9694516,SARS-CoV-2 Infection
OST4,R-HSA-9694548,Maturation of spike protein
OST4,R-HSA-9694635,Translation of Structural Proteins
OST4,R-HSA-9759476,Regulation of Homotypic Cell-Cell Adhesion
OST4,R-HSA-9764265,Regulation of CDH1 Expression and Function
OST4,R-HSA-9764274,Regulation of Expression and Function of Type I Classical Cadherins
OST4,R-HSA-9768727,Regulation of CDH1 posttranslational processing and trafficking to plasma membrane
OST4,R-HSA-9772573,Late SARS-CoV-2 Infection Events
OST4,R-HSA-9824446,Viral Infection Pathways
OST4,R-HSA-9839923,Dengue Virus Infection
OST4,R-HSA-9909615,Regulation of PD-L1(CD274) Post-translational modification
OST4,R-HSA-9909648,Regulation of PD-L1(CD274) expression
OST4,R-HSA-9918432,Maturation of DENV proteins
OST4,R-HSA-9918487,Dengue Virus Genome Translation and Replication
OST4,R-HSA-9931295,PD-L1(CD274) glycosylation and translocation to plasma membrane
ZNF730,R-HSA-212436,Generic Transcription Pathway
ZNF730,R-HSA-73857,RNA Polymerase II Transcription
ZNF730,R-HSA-74160,Gene expression (Transcription)
IZUMO3,R-HSA-1187000,Fertilization
IZUMO3,R-HSA-1300645,Acrosome Reaction and Sperm:Oocyte Membrane Binding
IZUMO3,R-HSA-1474165,Reproduction
ZNF737,R-HSA-212436,Generic Transcription Pathway
ZNF737,R-HSA-73857,RNA Polymerase II Transcription
ZNF737,R-HSA-74160,Gene expression (Transcription)
HDAC6,R-HSA-157118,Signaling by NOTCH
HDAC6,R-HSA-162582,Signal Transduction
HDAC6,R-HSA-1632852,Macroautophagy
HDAC6,R-HSA-1643685,Disease
HDAC6,R-HSA-1852241,Organelle biogenesis and maintenance
HDAC6,R-HSA-1980143,Signaling by NOTCH1
HDAC6,R-HSA-2122947,NOTCH1 Intracellular Domain Regulates Transcription
HDAC6,R-HSA-212436,Generic Transcription Pathway
HDAC6,R-HSA-2262752,Cellular responses to stress
HDAC6,R-HSA-2644602,Signaling by NOTCH1 PEST Domain Mutants in Cancer
HDAC6,R-HSA-2644603,Signaling by NOTCH1 in Cancer
HDAC6,R-HSA-2644606,Constitutive Signaling by NOTCH1 PEST Domain Mutants
HDAC6,R-HSA-2894858,Signaling by NOTCH1 HD+PEST Domain Mutants in Cancer
HDAC6,R-HSA-2894862,Constitutive Signaling by NOTCH1 HD+PEST Domain Mutants
HDAC6,R-HSA-3371511,HSF1 activation
HDAC6,R-HSA-3371556,Cellular response to heat stress
HDAC6,R-HSA-350054,Notch-HLH transcription pathway
HDAC6,R-HSA-5617833,Cilium Assembly
HDAC6,R-HSA-5620920,Cargo trafficking to the periciliary membrane
HDAC6,R-HSA-5663202,Diseases of signal transduction by growth factor receptors and second messengers
HDAC6,R-HSA-73857,RNA Polymerase II Transcription
HDAC6,R-HSA-74160,Gene expression (Transcription)
HDAC6,R-HSA-8878166,Transcriptional regulation by RUNX2
HDAC6,R-HSA-8940973,RUNX2 regulates osteoblast differentiation
HDAC6,R-HSA-8941326,RUNX2 regulates bone development
HDAC6,R-HSA-8953897,Cellular responses to stimuli
HDAC6,R-HSA-9612973,Autophagy
HDAC6,R-HSA-9613829,Chaperone Mediated Autophagy
HDAC6,R-HSA-9615710,Late endosomal microautophagy
HDAC6,R-HSA-9646399,Aggrephagy
HDAC6,R-HSA-9663891,Selective autophagy
TSTD1,R-HSA-1430728,Metabolism
TSTD1,R-HSA-1614517,Sulfide oxidation to sulfate
TSTD1,R-HSA-1614558,Degradation of cysteine and homocysteine
TSTD1,R-HSA-1614635,Sulfur amino acid metabolism
TSTD1,R-HSA-71291,Metabolism of amino acids and derivatives
CD300LD,R-HSA-1280218,Adaptive Immune System
CD300LD,R-HSA-168256,Immune System
CD300LD,R-HSA-198933,Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell
PET100,R-HSA-1428517,Aerobic respiration and respiratory electron transport
PET100,R-HSA-1430728,Metabolism
PET100,R-HSA-611105,Respiratory electron transport
PET100,R-HSA-9864848,Complex IV assembly
ZNF717,R-HSA-212436,Generic Transcription Pathway
ZNF717,R-HSA-73857,RNA Polymerase II Transcription
ZNF717,R-HSA-74160,Gene expression (Transcription)
KRTAP25-1,R-HSA-1266738,Developmental Biology
KRTAP25-1,R-HSA-6805567,Keratinization
ZNF705G,R-HSA-212436,Generic Transcription Pathway
ZNF705G,R-HSA-73857,RNA Polymerase II Transcription
ZNF705G,R-HSA-74160,Gene expression (Transcription)
KIR2DS2,R-HSA-1280218,Adaptive Immune System
KIR2DS2,R-HSA-168249,Innate Immune System
KIR2DS2,R-HSA-168256,Immune System
KIR2DS2,R-HSA-198933,Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell
KIR2DS2,R-HSA-2172127,DAP12 interactions
KRTAP4-9,R-HSA-1266738,Developmental Biology
KRTAP4-9,R-HSA-6805567,Keratinization
KRTAP4-7,R-HSA-1266738,Developmental Biology
KRTAP4-7,R-HSA-6805567,Keratinization
DEFB130B,R-HSA-1461957,Beta defensins
DEFB130B,R-HSA-1461973,Defensins
DEFB130B,R-HSA-168249,Innate Immune System
DEFB130B,R-HSA-168256,Immune System
DEFB130B,R-HSA-6803157,Antimicrobial peptides
CD24,R-HSA-1266738,Developmental Biology
CD24,R-HSA-373760,L1CAM interactions
CD24,R-HSA-422475,Axon guidance
CD24,R-HSA-9675108,Nervous system development
CD24,R-HSA-9734767,Developmental Cell Lineages
CD24,R-HSA-9734779,Developmental Cell Lineages of the Integumentary System
CD24,R-HSA-9924644,Developmental Lineages of the Mammary Gland
CD24,R-HSA-9927418,Developmental Lineage of Mammary Gland Luminal Epithelial Cells
CD24,R-HSA-9927426,Developmental Lineage of Mammary Gland Alveolar Cells
TEN1,R-HSA-157579,Telomere Maintenance
TEN1,R-HSA-1640170,Cell Cycle
TEN1,R-HSA-174411,Polymerase switching on the C-strand of the telomere
TEN1,R-HSA-174417,Telomere C-strand (Lagging Strand) Synthesis
TEN1,R-HSA-174430,Telomere C-strand synthesis initiation
TEN1,R-HSA-180786,Extension of Telomeres
TEN1,R-HSA-73886,Chromosome Maintenance
JMJD7,R-HSA-163841,"Gamma carboxylation, hypusinylation, hydroxylation, and arylsulfatase activation"
JMJD7,R-HSA-392499,Metabolism of proteins
JMJD7,R-HSA-597592,Post-translational protein modification
JMJD7,R-HSA-9629569,Protein hydroxylation
PLA2G4B,R-HSA-1430728,Metabolism
PLA2G4B,R-HSA-1482788,Acyl chain remodelling of PC
PLA2G4B,R-HSA-1482801,Acyl chain remodelling of PS
PLA2G4B,R-HSA-1482839,Acyl chain remodelling of PE
PLA2G4B,R-HSA-1482925,Acyl chain remodelling of PG
PLA2G4B,R-HSA-1483115,Hydrolysis of LPC
PLA2G4B,R-HSA-1483166,Synthesis of PA
PLA2G4B,R-HSA-1483206,Glycerophospholipid biosynthesis
PLA2G4B,R-HSA-1483257,Phospholipid metabolism
PLA2G4B,R-HSA-2262752,Cellular responses to stress
PLA2G4B,R-HSA-381038,XBP1(S) activates chaperone genes
PLA2G4B,R-HSA-381070,IRE1alpha activates chaperones
PLA2G4B,R-HSA-381119,Unfolded Protein Response (UPR)
PLA2G4B,R-HSA-556833,Metabolism of lipids
PLA2G4B,R-HSA-8953897,Cellular responses to stimuli
HDAC5,R-HSA-1257604,PIP3 activates AKT signaling
HDAC5,R-HSA-157118,Signaling by NOTCH
HDAC5,R-HSA-162582,Signal Transduction
HDAC5,R-HSA-1643685,Disease
HDAC5,R-HSA-1980143,Signaling by NOTCH1
HDAC5,R-HSA-2122947,NOTCH1 Intracellular Domain Regulates Transcription
HDAC5,R-HSA-212436,Generic Transcription Pathway
HDAC5,R-HSA-2644602,Signaling by NOTCH1 PEST Domain Mutants in Cancer
HDAC5,R-HSA-2644603,Signaling by NOTCH1 in Cancer
HDAC5,R-HSA-2644606,Constitutive Signaling by NOTCH1 PEST Domain Mutants
HDAC5,R-HSA-2894858,Signaling by NOTCH1 HD+PEST Domain Mutants in Cancer
HDAC5,R-HSA-2894862,Constitutive Signaling by NOTCH1 HD+PEST Domain Mutants
HDAC5,R-HSA-350054,Notch-HLH transcription pathway
HDAC5,R-HSA-5663202,Diseases of signal transduction by growth factor receptors and second messengers
HDAC5,R-HSA-6807070,PTEN Regulation
HDAC5,R-HSA-73857,RNA Polymerase II Transcription
HDAC5,R-HSA-74160,Gene expression (Transcription)
HDAC5,R-HSA-8943724,Regulation of PTEN gene transcription
HDAC5,R-HSA-9006925,Intracellular signaling by second messengers
DOCK3,R-HSA-109582,Hemostasis
DOCK3,R-HSA-162582,Signal Transduction
DOCK3,R-HSA-166520,Signaling by NTRKs
DOCK3,R-HSA-194315,Signaling by Rho GTPases
DOCK3,R-HSA-9006115,Signaling by NTRK2 (TRKB)
DOCK3,R-HSA-9006934,Signaling by Receptor Tyrosine Kinases
DOCK3,R-HSA-9012999,RHO GTPase cycle
DOCK3,R-HSA-9013149,RAC1 GTPase cycle
DOCK3,R-HSA-9013404,RAC2 GTPase cycle
DOCK3,R-HSA-9013408,RHOG GTPase cycle
DOCK3,R-HSA-9032500,Activated NTRK2 signals through FYN
DOCK3,R-HSA-9032759,NTRK2 activates RAC1
DOCK3,R-HSA-9716542,"Signaling by Rho GTPases, Miro GTPases and RHOBTB3"
DOCK3,R-HSA-983231,Factors involved in megakaryocyte development and platelet production
DOK1,R-HSA-1266738,Developmental Biology
DOK1,R-HSA-162582,Signal Transduction
DOK1,R-HSA-422475,Axon guidance
DOK1,R-HSA-8848021,Signaling by PTK6
DOK1,R-HSA-8849469,PTK6 Regulates RTKs and Their Effectors AKT1 and DOK1
DOK1,R-HSA-8853659,RET signaling
DOK1,R-HSA-9006927,Signaling by Non-Receptor Tyrosine Kinases
DOK1,R-HSA-9675108,Nervous system development
DXO,R-HSA-8953854,Metabolism of RNA
DXO,R-HSA-9930044,Nuclear RNA decay
DPAGT1,R-HSA-1643685,Disease
DPAGT1,R-HSA-3781860,Diseases associated with N-glycosylation of proteins
DPAGT1,R-HSA-3781865,Diseases of glycosylation
DPAGT1,R-HSA-392499,Metabolism of proteins
DPAGT1,R-HSA-446193,"Biosynthesis of the N-glycan precursor (dolichol lipid-linked oligosaccharide, LLO) and transfer to a nascent protein"
DPAGT1,R-HSA-446203,Asparagine N-linked glycosylation
DPAGT1,R-HSA-4549356,"Defective DPAGT1 causes CDG-1j, CMSTA2"
DPAGT1,R-HSA-5668914,Diseases of metabolism
DPAGT1,R-HSA-597592,Post-translational protein modification
ABAT,R-HSA-112310,Neurotransmitter release cycle
ABAT,R-HSA-112315,Transmission across Chemical Synapses
ABAT,R-HSA-112316,Neuronal System
ABAT,R-HSA-888590,"GABA synthesis, release, reuptake and degradation"
ABAT,R-HSA-916853,Degradation of GABA
DPEP1,R-HSA-1430728,Metabolism
DPEP1,R-HSA-1643685,Disease
DPEP1,R-HSA-211859,Biological oxidations
DPEP1,R-HSA-2142691,Synthesis of Leukotrienes (LT) and Eoxins (EX)
DPEP1,R-HSA-2142753,Arachidonate metabolism
DPEP1,R-HSA-5423646,Aflatoxin activation and detoxification
DPEP1,R-HSA-556833,Metabolism of lipids
DPEP1,R-HSA-5663205,Infectious disease
DPEP1,R-HSA-8978868,Fatty acid metabolism
DPEP1,R-HSA-9658195,Leishmania infection
DPEP1,R-HSA-9662851,Anti-inflammatory response favouring Leishmania parasite infection
DPEP1,R-HSA-9664433,Leishmania parasite growth and survival
DPEP1,R-HSA-9664535,LTC4-CYSLTR mediated IL4 production
DPEP1,R-HSA-9824443,Parasitic Infection Pathways
DPH1,R-HSA-163841,"Gamma carboxylation, hypusinylation, hydroxylation, and arylsulfatase activation"
DPH1,R-HSA-392499,Metabolism of proteins
DPH1,R-HSA-5358493,Synthesis of diphthamide-EEF2
DPH1,R-HSA-597592,Post-translational protein modification
DPH2,R-HSA-163841,"Gamma carboxylation, hypusinylation, hydroxylation, and arylsulfatase activation"
DPH2,R-HSA-392499,Metabolism of proteins
DPH2,R-HSA-5358493,Synthesis of diphthamide-EEF2
DPH2,R-HSA-597592,Post-translational protein modification
DPP4,R-HSA-2980736,Peptide hormone metabolism
DPP4,R-HSA-381771,"Synthesis, secretion, and inactivation of Glucagon-like Peptide-1 (GLP-1)"
DPP4,R-HSA-392499,Metabolism of proteins
DPP4,R-HSA-400508,"Incretin synthesis, secretion, and inactivation"
DPP4,R-HSA-400511,"Synthesis, secretion, and inactivation of Glucose-dependent Insulinotropic Polypeptide (GIP)"
DPYD,R-HSA-1430728,Metabolism
DPYD,R-HSA-15869,Metabolism of nucleotides
DPYD,R-HSA-73621,Pyrimidine catabolism
DPYD,R-HSA-8956319,Nucleotide catabolism
DPYS,R-HSA-1430728,Metabolism
DPYS,R-HSA-15869,Metabolism of nucleotides
DPYS,R-HSA-73621,Pyrimidine catabolism
DPYS,R-HSA-8956319,Nucleotide catabolism
DPYSL2,R-HSA-1266738,Developmental Biology
DPYSL2,R-HSA-373755,Semaphorin interactions
DPYSL2,R-HSA-373760,L1CAM interactions
DPYSL2,R-HSA-399956,CRMPs in Sema3A signaling
DPYSL2,R-HSA-422475,Axon guidance
DPYSL2,R-HSA-437239,Recycling pathway of L1
DPYSL2,R-HSA-9675108,Nervous system development
DPYSL3,R-HSA-1266738,Developmental Biology
DPYSL3,R-HSA-373755,Semaphorin interactions
DPYSL3,R-HSA-399956,CRMPs in Sema3A signaling
DPYSL3,R-HSA-422475,Axon guidance
DPYSL3,R-HSA-9675108,Nervous system development
AGRP,R-HSA-212436,Generic Transcription Pathway
AGRP,R-HSA-73857,RNA Polymerase II Transcription
AGRP,R-HSA-74160,Gene expression (Transcription)
AGRP,R-HSA-9614085,FOXO-mediated transcription
AGRP,R-HSA-9615017,"FOXO-mediated transcription of oxidative stress, metabolic and neuronal genes"
DR1,R-HSA-212165,Epigenetic regulation of gene expression
DR1,R-HSA-3214847,HATs acetylate histones
DR1,R-HSA-3247509,Chromatin modifying enzymes
DR1,R-HSA-4839726,Chromatin organization
DR1,R-HSA-74160,Gene expression (Transcription)
